Workout DateTime,Program,Day Name,Exercise,Is Warmup Set?,Required Reps,Completed Reps,Is AMRAP?,Required RPE,Completed RPE,Log RPE?,Required Weight Value,Required Weight Unit,Completed Weight Value,Completed Weight Unit,Ask Weight?,Completed Reps Time,Target Muscles,Synergist Muscles,Notes
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,Smith Machine Close Grip Larsen Press,1,5,3,0,,,0,60,lb,105,lb,0,2026-07-25T23:47:46.815Z,"Triceps Brachii,Pectoralis Major Sternal Head","Pectoralis Major Clavicular Head,Deltoid Anterior,Serratus Anterior",
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,Smith Machine Close Grip Larsen Press,1,5,2,0,,,0,95,lb,155,lb,0,2026-07-25T23:47:50.791Z,"Triceps Brachii,Pectoralis Major Sternal Head","Pectoralis Major Clavicular Head,Deltoid Anterior,Serratus Anterior",
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,Smith Machine Close Grip Larsen Press,0,8,5,0,9,9,1,120,lb,155,lb,0,2026-07-25T23:56:21.710Z,"Triceps Brachii,Pectoralis Major Sternal Head","Pectoralis Major Clavicular Head,Deltoid Anterior,Serratus Anterior",
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,Smith Machine Close Grip Larsen Press,0,8,6,0,9,9,1,130,lb,155,lb,0,2026-07-26T00:11:14.364Z,"Triceps Brachii,Pectoralis Major Sternal Head","Pectoralis Major Clavicular Head,Deltoid Anterior,Serratus Anterior",
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,Smith Machine Close Grip Larsen Press,0,8,4,0,9,9,1,130,lb,155,lb,0,2026-07-26T00:19:44.512Z,"Triceps Brachii,Pectoralis Major Sternal Head","Pectoralis Major Clavicular Head,Deltoid Anterior,Serratus Anterior",
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,Narrow Pulldown,1,5,2,0,,,0,80,lb,120,lb,0,2026-07-25T23:48:56.333Z,Latissimus Dorsi,"Biceps Brachii,Brachialis,Brachioradialis,Trapezius Middle Fibers,Trapezius Lower Fibers,Teres Major,Deltoid Posterior",
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,Narrow Pulldown,0,15,8,1,9,10,1,100,lb,120,lb,0,2026-07-26T00:12:56.217Z,Latissimus Dorsi,"Biceps Brachii,Brachialis,Brachioradialis,Trapezius Middle Fibers,Trapezius Lower Fibers,Teres Major,Deltoid Posterior",
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,Narrow Pulldown,0,15,10,1,9,10,1,100,lb,120,lb,0,2026-07-26T00:12:52.424Z,Latissimus Dorsi,"Biceps Brachii,Brachialis,Brachioradialis,Trapezius Middle Fibers,Trapezius Lower Fibers,Teres Major,Deltoid Posterior",
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,Narrow Pulldown,0,15,9,1,9,9.5,1,100,lb,120,lb,0,2026-07-26T00:20:45.334Z,Latissimus Dorsi,"Biceps Brachii,Brachialis,Brachioradialis,Trapezius Middle Fibers,Trapezius Lower Fibers,Teres Major,Deltoid Posterior",
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,Smith Reverse Grip Bench,0,12,6,0,9,9,1,90,lb,105,lb,0,2026-07-26T00:25:49.909Z,"Pectoralis Major Clavicular Head,Triceps Brachii","Deltoid Anterior,Pectoralis Major Sternal Head",
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,Smith Reverse Grip Bench,0,12,6,0,9,9,1,90,lb,105,lb,0,2026-07-26T00:36:28.910Z,"Pectoralis Major Clavicular Head,Triceps Brachii","Deltoid Anterior,Pectoralis Major Sternal Head",
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,Machine Pulldown,0,15,10,0,9,10,1,135,lb,135,lb,0,2026-07-26T00:27:13.412Z,Latissimus Dorsi,"Trapezius Middle Fibers,Trapezius Lower Fibers,Deltoid Posterior,Biceps Brachii,Brachialis,Brachioradialis",Wide Grip
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,Machine Pulldown,0,15,8,0,9,10,1,130,lb,135,lb,0,2026-07-26T00:38:44.105Z,Latissimus Dorsi,"Trapezius Middle Fibers,Trapezius Lower Fibers,Deltoid Posterior,Biceps Brachii,Brachialis,Brachioradialis",Wide Grip
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,Cable Crossover,0,15,9,0,10,10,1,25,lb,20,lb,0,2026-07-26T00:40:53.702Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Latissimus Dorsi,Levator Scapulae,Pectoralis Major Clavicular Head",
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,Cable Crossover,0,15,6,0,10,10,1,25,lb,20,lb,0,2026-07-26T00:47:13.826Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Latissimus Dorsi,Levator Scapulae,Pectoralis Major Clavicular Head",
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,Bent Over One Arm Row,0,15,7,0,10,10,1,50,lb,50,lb,0,2026-07-26T00:43:12.219Z,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Infraspinatus,Teres Major,Teres Minor,Brachialis,Brachioradialis,Deltoid Posterior,Pectoralis Major Sternal Head",
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,Bent Over One Arm Row,0,15,10,0,10,10,1,37.5,lb,50,lb,0,2026-07-26T00:50:55.205Z,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Infraspinatus,Teres Major,Teres Minor,Brachialis,Brachioradialis,Deltoid Posterior,Pectoralis Major Sternal Head",
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,"Pullover, Cable",0,20,20,0,10,10,1,22.5,lb,40,lb,0,2026-07-26T00:52:42.915Z,Latissimus Dorsi,"Deltoid Posterior,Levator Scapulae,Pectoralis Major Sternal Head,Serratus Anterior,Teres Major,Trapezius Middle Fibers,Triceps Brachii",
2026-07-25T23:40:12.046Z,GVS Ravage ,Week 4 - Day 2 - Torso A,"Pullover, Cable",0,20,20,0,10,10,1,27.5,lb,42.5,lb,0,2026-07-26T01:00:35.172Z,Latissimus Dorsi,"Deltoid Posterior,Levator Scapulae,Pectoralis Major Sternal Head,Serratus Anterior,Teres Major,Trapezius Middle Fibers,Triceps Brachii",
2026-07-24T00:30:00.339Z,GVS Ravage ,Week 4 - Day 1 - Legs A,"Hack Squat, Smith Machine",1,5,3,0,,,0,60,lb,55,lb,0,2026-07-24T00:30:07.366Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-07-24T00:30:00.339Z,GVS Ravage ,Week 4 - Day 1 - Legs A,"Hack Squat, Smith Machine",1,3,2,0,,,0,55,lb,105,lb,0,2026-07-24T00:32:57.304Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-07-24T00:30:00.339Z,GVS Ravage ,Week 4 - Day 1 - Legs A,"Hack Squat, Smith Machine",0,10,10,0,8,9,1,77.5,lb,145,lb,0,2026-07-24T00:52:02.748Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-07-24T00:30:00.339Z,GVS Ravage ,Week 4 - Day 1 - Legs A,"Hack Squat, Smith Machine",0,15,10,0,8,9,1,57.5,lb,105,lb,0,2026-07-24T00:51:30.895Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-07-24T00:30:00.339Z,GVS Ravage ,Week 4 - Day 1 - Legs A,"Hack Squat, Smith Machine",0,15,12,0,8,9,1,57.5,lb,105,lb,0,2026-07-24T01:02:09.293Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-07-24T00:30:00.339Z,GVS Ravage ,Week 4 - Day 1 - Legs A,"Stiff Leg Deadlift, Dumbbell",1,,2,0,,,0,,,70,lb,0,2026-07-24T01:10:09.781Z,Erector Spinae,"Adductor Magnus,Gluteus Maximus,Hamstrings",
2026-07-24T00:30:00.339Z,GVS Ravage ,Week 4 - Day 1 - Legs A,"Stiff Leg Deadlift, Dumbbell",0,15,8,0,9,9.5,1,70,lb,70,lb,0,2026-07-24T01:21:26.363Z,Erector Spinae,"Adductor Magnus,Gluteus Maximus,Hamstrings",
2026-07-24T00:30:00.339Z,GVS Ravage ,Week 4 - Day 1 - Legs A,"Stiff Leg Deadlift, Dumbbell",0,15,8,0,9,9.5,1,70,lb,70,lb,0,2026-07-24T01:27:18.698Z,Erector Spinae,"Adductor Magnus,Gluteus Maximus,Hamstrings",
2026-07-24T00:30:00.339Z,GVS Ravage ,Week 4 - Day 1 - Legs A,Walking Lunge,0,30,9,0,10,10,1,15,lb,20,lb,0,2026-07-24T01:28:48.190Z,Quadriceps,"Gastrocnemius,Gluteus Maximus,Hamstrings,Soleus",
2026-07-24T00:30:00.339Z,GVS Ravage ,Week 4 - Day 1 - Legs A,Walking Lunge,0,30,9,0,10,10,1,15,lb,20,lb,0,2026-07-24T01:33:00.956Z,Quadriceps,"Gastrocnemius,Gluteus Maximus,Hamstrings,Soleus",
2026-07-24T00:30:00.339Z,GVS Ravage ,Week 4 - Day 1 - Legs A,Lying Leg Curl,0,12,8,0,10,10,1,0,lb,97.5,lb,0,2026-07-24T01:34:04.795Z,Hamstrings,"Gastrocnemius,Quadriceps",
2026-07-24T00:30:00.339Z,GVS Ravage ,Week 4 - Day 1 - Legs A,Lying Leg Curl,0,12,8,0,10,10,1,0,lb,90,lb,0,2026-07-24T01:37:03.750Z,Hamstrings,"Gastrocnemius,Quadriceps",
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,Hammer Curl,1,5,2,0,,,0,10,lb,25,lb,0,2026-07-23T00:27:25.265Z,Brachioradialis,"Biceps Brachii,Brachialis",
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,Hammer Curl,0,20,12,0,10,10,1,12.5,lb,25,lb,0,2026-07-23T00:33:22.832Z,Brachioradialis,"Biceps Brachii,Brachialis",
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,Hammer Curl,0,20,13,0,10,10,1,12.5,lb,25,lb,0,2026-07-23T00:39:57.237Z,Brachioradialis,"Biceps Brachii,Brachialis",
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,"Triceps Extension, Cable",1,,2,0,,,0,,,57.5,lb,0,2026-07-23T00:28:17.438Z,Triceps Brachii,,
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,"Triceps Extension, Cable",0,15,8,0,10,10,1,10,lb,57.5,lb,0,2026-07-23T00:35:24.772Z,Triceps Brachii,,
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,"Triceps Extension, Cable",0,15,9,0,10,10,1,10,lb,57.5,lb,0,2026-07-23T00:42:14.143Z,Triceps Brachii,,
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,Bicep Curl,0,12,9,0,10,10,1,12.5,lb,25,lb,0,2026-07-23T00:50:56.262Z,Biceps Brachii,"Brachialis,Brachioradialis",
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,Bicep Curl,0,12,8,0,10,10,1,12.5,lb,25,lb,0,2026-07-23T01:03:39.182Z,Biceps Brachii,"Brachialis,Brachioradialis",
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,Triceps Pushdown,0,15,8,0,10,10,1,22.5,lb,62.5,lb,0,2026-07-23T00:52:29.343Z,Triceps Brachii,,
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,Triceps Pushdown,0,15,6,0,10,10,1,22.5,lb,62.5,lb,0,2026-07-23T01:04:46.209Z,Triceps Brachii,,
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,Lateral Raise,1,,2,0,,,0,,,15,lb,0,2026-07-23T01:05:26.927Z,Deltoid Lateral,"Deltoid Anterior,Serratus Anterior,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,Lateral Raise,0,20,11,0,10,10,1,10,lb,15,lb,0,2026-07-23T01:08:01.746Z,Deltoid Lateral,"Deltoid Anterior,Serratus Anterior,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,Lateral Raise,0,20,10,0,10,10,1,10,lb,15,lb,0,2026-07-23T01:11:34.656Z,Deltoid Lateral,"Deltoid Anterior,Serratus Anterior,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,Lu Lateral Raise,0,15,8,0,10,10,1,10,lb,10,lb,0,2026-07-23T01:13:36.236Z,Deltoid Lateral,"Deltoid Anterior,Deltoid Posterior,Serratus Anterior,Trapezius Middle Fibers,Trapezius Lower Fibers",
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,Lu Lateral Raise,0,15,7,0,10,10,1,10,lb,10,lb,0,2026-07-23T01:16:56.402Z,Deltoid Lateral,"Deltoid Anterior,Deltoid Posterior,Serratus Anterior,Trapezius Middle Fibers,Trapezius Lower Fibers",
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,Cable Rear Delt One-Arm Row,0,20,15,0,10,10,1,15,lb,15,lb,0,2026-07-23T01:18:40.311Z,,,
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,Cable Rear Delt One-Arm Row,0,20,12,0,10,10,1,15,lb,15,lb,0,2026-07-23T01:22:06.621Z,,,
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,Neck Flexion,0,20,,0,10,,1,5,lb,,,0,,Sternocleidomastoid,,
2026-07-23T00:25:35.043Z,GVS Ravage ,Week 3 - Day 6 - Bro Day B,"Wrist Curl, Dumbbell",0,20,,0,10,,1,22.5,lb,,,0,,Wrist Flexors,,
2026-07-22T00:12:58.513Z,GVS Ravage ,Week 3 - Day 5 - Torso B,"Bench Press, Dumbbell",1,5,2,0,,,0,55,lb,60,lb,0,2026-07-22T00:18:53.247Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-07-22T00:12:58.513Z,GVS Ravage ,Week 3 - Day 5 - Torso B,"Bench Press, Dumbbell",0,12,12,0,9,9,1,70,lb,60,lb,0,2026-07-22T00:27:47.310Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-07-22T00:12:58.513Z,GVS Ravage ,Week 3 - Day 5 - Torso B,"Bench Press, Dumbbell",0,12,9,0,9,9,1,70,lb,60,lb,0,2026-07-22T00:38:32.214Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-07-22T00:12:58.513Z,GVS Ravage ,Week 3 - Day 5 - Torso B,Machine Pulldown,1,5,2,0,,,0,105,lb,120,lb,0,2026-07-22T00:20:16.122Z,Latissimus Dorsi,"Trapezius Middle Fibers,Trapezius Lower Fibers,Deltoid Posterior,Biceps Brachii,Brachialis,Brachioradialis",
2026-07-22T00:12:58.513Z,GVS Ravage ,Week 3 - Day 5 - Torso B,Machine Pulldown,0,15,15,0,10,9.5,1,130,lb,120,lb,0,2026-07-22T00:29:55.825Z,Latissimus Dorsi,"Trapezius Middle Fibers,Trapezius Lower Fibers,Deltoid Posterior,Biceps Brachii,Brachialis,Brachioradialis",
2026-07-22T00:12:58.513Z,GVS Ravage ,Week 3 - Day 5 - Torso B,Machine Pulldown,0,15,8,0,10,10,1,130,lb,135,lb,0,2026-07-22T00:39:35.972Z,Latissimus Dorsi,"Trapezius Middle Fibers,Trapezius Lower Fibers,Deltoid Posterior,Biceps Brachii,Brachialis,Brachioradialis",
2026-07-22T00:12:58.513Z,GVS Ravage ,Week 3 - Day 5 - Torso B,"Chest Press, Leverage Machine",0,12,9,0,9,10,1,18.75,lb,142.5,lb,0,2026-07-22T00:44:35.118Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-07-22T00:12:58.513Z,GVS Ravage ,Week 3 - Day 5 - Torso B,"Chest Press, Leverage Machine",0,12,7,0,9,10,1,18.75,lb,142.5,lb,0,2026-07-22T00:49:41.507Z,Pectoralis Major Sternal Head,"Deltoid Anterior,Pectoralis Major Clavicular Head,Triceps Brachii",
2026-07-22T00:12:58.513Z,GVS Ravage ,Week 3 - Day 5 - Torso B,Helms Row,0,20,10,0,10,10,1,45,lb,45,lb,0,2026-07-22T00:46:02.761Z,"Latissimus Dorsi,Trapezius Middle Fibers","Deltoid Posterior,Biceps Brachii,Brachialis,Brachioradialis",
2026-07-22T00:12:58.513Z,GVS Ravage ,Week 3 - Day 5 - Torso B,Helms Row,0,20,8,0,10,10,1,45,lb,45,lb,0,2026-07-22T00:55:15.093Z,"Latissimus Dorsi,Trapezius Middle Fibers","Deltoid Posterior,Biceps Brachii,Brachialis,Brachioradialis",
2026-07-22T00:12:58.513Z,GVS Ravage ,Week 3 - Day 5 - Torso B,Shoulder Press,1,5,2,0,,,0,17.5,lb,40,lb,0,2026-07-22T00:57:04.458Z,Deltoid Anterior,"Deltoid Lateral,Pectoralis Major Clavicular Head,Serratus Anterior,Trapezius Lower Fibers,Trapezius Middle Fibers,Triceps Brachii",
2026-07-22T00:12:58.513Z,GVS Ravage ,Week 3 - Day 5 - Torso B,Shoulder Press,0,12,9,0,9,10,1,22.5,lb,40,lb,0,2026-07-22T01:03:34.859Z,Deltoid Anterior,"Deltoid Lateral,Pectoralis Major Clavicular Head,Serratus Anterior,Trapezius Lower Fibers,Trapezius Middle Fibers,Triceps Brachii",
2026-07-22T00:12:58.513Z,GVS Ravage ,Week 3 - Day 5 - Torso B,Shoulder Press,0,12,8,0,9,10,1,22.5,lb,40,lb,0,2026-07-22T01:08:21.987Z,Deltoid Anterior,"Deltoid Lateral,Pectoralis Major Clavicular Head,Serratus Anterior,Trapezius Lower Fibers,Trapezius Middle Fibers,Triceps Brachii",
2026-07-22T00:12:58.513Z,GVS Ravage ,Week 3 - Day 5 - Torso B,Seated Row,1,,3,0,,,0,,,80,lb,0,2026-07-22T00:58:39.059Z,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Erector Spinae,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-07-22T00:12:58.513Z,GVS Ravage ,Week 3 - Day 5 - Torso B,Seated Row,0,20,20,0,10,6.5,1,77.5,lb,80,lb,0,2026-07-22T01:04:42.148Z,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Erector Spinae,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-07-22T00:12:58.513Z,GVS Ravage ,Week 3 - Day 5 - Torso B,Seated Row,0,20,12,0,10,10,1,80,lb,82.5,lb,0,2026-07-22T01:09:03.996Z,"Latissimus Dorsi,Trapezius Lower Fibers,Trapezius Middle Fibers","Brachialis,Brachioradialis,Deltoid Posterior,Erector Spinae,Infraspinatus,Pectoralis Major Sternal Head,Teres Major,Teres Minor",
2026-07-21T00:41:19.268Z,GVS Ravage ,Week 3 - Day 4 - Legs B,"Squat, Smith Machine",1,5,3,0,,,0,45,lb,105,lb,0,2026-07-21T00:43:49.703Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-07-21T00:41:19.268Z,GVS Ravage ,Week 3 - Day 4 - Legs B,"Squat, Smith Machine",1,5,2,0,,,0,102.5,lb,155,lb,0,2026-07-21T00:45:01.785Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-07-21T00:41:19.268Z,GVS Ravage ,Week 3 - Day 4 - Legs B,"Squat, Smith Machine",1,2,1,0,,,0,175,lb,175,lb,0,2026-07-21T00:46:32.690Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-07-21T00:41:19.268Z,GVS Ravage ,Week 3 - Day 4 - Legs B,"Squat, Smith Machine",0,8,5,0,9,9.5,1,130,lb,175,lb,0,2026-07-21T00:50:54.009Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-07-21T00:41:19.268Z,GVS Ravage ,Week 3 - Day 4 - Legs B,"Squat, Smith Machine",0,8,4,0,9,9,1,130,lb,175,lb,0,2026-07-21T00:57:13.035Z,Quadriceps,"Adductor Magnus,Gluteus Maximus,Soleus",
2026-07-21T00:41:19.268Z,GVS Ravage ,Week 3 - Day 4 - Legs B,"Standing Calf Raise, Barbell",1,5,3,0,,,0,80,lb,175,lb,0,2026-07-21T00:59:24.327Z,Gastrocnemius,Soleus,
2026-07-21T00:41:19.268Z,GVS Ravage ,Week 3 - Day 4 - Legs B,"Standing Calf Raise, Barbell",1,5,2,0,,,0,127.5,lb,195,lb,0,2026-07-21T00:59:54.715Z,Gastrocnemius,Soleus,
2026-07-21T00:41:19.268Z,GVS Ravage ,Week 3 - Day 4 - Legs B,"Standing Calf Raise, Barbell",0,20,20,0,10,10,1,160,lb,195,lb,0,2026-07-21T01:03:09.938Z,Gastrocnemius,Soleus,
2026-07-21T00:41:19.268Z,GVS Ravage ,Week 3 - Day 4 - Legs B,Romanian Deadlift,1,5,2,0,,,0,55,lb,65,lb,0,2026-07-21T01:05:21.795Z,Gluteus Maximus,"Adductor Magnus,Erector Spinae,Hamstrings",
2026-07-21T00:41:19.268Z,GVS Ravage ,Week 3 - Day 4 - Legs B,Romanian Deadlift,0,12,12,0,9,9,1,70,lb,65,lb,0,2026-07-21T01:09:43.266Z,Gluteus Maximus,"Adductor Magnus,Erector Spinae,Hamstrings",
2026-07-21T00:41:19.268Z,GVS Ravage ,Week 3 - Day 4 - Legs B,Romanian Deadlift,0,12,12,0,9,9,1,70,lb,65,lb,0,2026-07-21T01:16:13.095Z,Gluteus Maximus,"Adductor Magnus,Erector Spinae,Hamstrings",
2026-07-21T00:41:19.268Z,GVS Ravage ,Week 3 - Day 4 - Legs B,Lying Leg Curl,0,15,7,0,10,10,1,40,lb,90,lb,0,2026-07-21T01:18:13.516Z,Hamstrings,"Gastrocnemius,Quadriceps",
2026-07-21T00:41:19.268Z,GVS Ravage ,Week 3 - Day 4 - Legs B,Lying Leg Curl,0,15,8,0,10,10,1,0,lb,90,lb,0,2026-07-21T01:23:16.936Z,Hamstrings,"Gastrocnemius,Quadriceps",
2026-07-21T00:41:19.268Z,GVS Ravage ,Week 3 - Day 4 - Legs B,Leg Extension,0,20,8,0,10,10,1,30,lb,90,lb,0,2026-07-21T01:19:56.961Z,Quadriceps,,
2026-07-21T00:41:19.268Z,GVS Ravage ,Week 3 - Day 4 - Legs B,Leg Extension,0,20,9,0,10,10,1,30,lb,90,lb,0,2026-07-21T01:24:36.282Z,Quadriceps,,
2026-07-20T00:04:45.749Z,GVS Ravage ,Week 3 - Day 3 - Bro Day A,Hammer Curl,1,5,2,0,,,0,20,lb,25,lb,0,2026-07-20T00:08:13.026Z,Brachioradialis,"Biceps Brachii,Brachialis",
2026-07-20T00:04:45.749Z,GVS Ravage ,Week 3 - Day 3 - Bro Day A,Hammer Curl,0,20,12,0,10,10,1,25,lb,25,lb,0,2026-07-20T00:13:36.701Z,Brachioradialis,"Biceps Brachii,Brachialis",
2026-07-20T00:04:45.749Z,GVS Ravage ,Week 3 - Day 3 - Bro Day A,Hammer Curl,0,20,12,0,10,10,1,12.5,lb,25,lb,0,2026-07-20T00:20:01.266Z,Brachioradialis,"Biceps Brachii,Brachialis",
2026-07-20T00:04:45.749Z,GVS Ravage ,Week 3 - Day 3 - Bro Day A,Triceps Pushdown,1,5,2,0,,,0,47.5,lb,62.5,lb,0,2026-07-20T00:09:29.653Z,Triceps Brachii,,
2026-07-20T00:04:45.749Z,GVS Ravage ,Week 3 - Day 3 - Bro Day A,Triceps Pushdown,0,15,7,0,10,10,1,60,lb,62.5,lb,0,2026-07-20T00:14:41.225Z,Triceps Brachii,,
2026-07-20T00:04:45.749Z,GVS Ravage ,Week 3 - Day 3 - Bro Day A,Triceps Pushdown,0,15,9,0,10,10,1,22.5,lb,62.5,lb,0,2026-07-20T00:20:37.775Z,Triceps Brachii,,
2026-07-20T00:04:45.749Z,GVS Ravage ,Week 3 - Day 3 - Bro Day A,Incline Curl,0,10,6,0,10,10,1,20,lb,25,lb,0,2026-07-20T00:24:51.095Z,Biceps Brachii,"Brachialis,Brachioradialis",
2026-07-20T00:04:45.749Z,GVS Ravage ,Week 3 - Day 3 - Bro Day A,Incline Curl,0,10,5,0,10,10,1,12.5,lb,25,lb,0,2026-07-20T00:31:20.050Z,Biceps Brachii,"Brachialis,Brachioradialis",
2026-07-20T00:04:45.749Z,GVS Ravage ,Week 3 - Day 3 - Bro Day A,"Triceps Extension, Cable",0,15,11,0,10,10,1,47.5,lb,57.5,lb,0,2026-07-20T00:28:55.410Z,Triceps Brachii,,
2026-07-20T00:04:45.749Z,GVS Ravage ,Week 3 - Day 3 - Bro Day A,"Triceps Extension, Cable",0,15,8,0,10,10,1,47.5,lb,57.5,lb,0,2026-07-20T00:37:33.997Z,Triceps Brachii,,
2026-07-20T00:04:45.749Z,GVS Ravage ,Week 3 - Day 3 - Bro Day A,Lateral Raise,1,5,2,0,,,0,20,lb,15,lb,0,2026-07-20T00:39:47.421Z,Deltoid Lateral,"Deltoid Anterior,Serratus Anterior,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-07-20T00:04:45.749Z,GVS Ravage ,Week 3 - Day 3 - Bro Day A,Lateral Raise,0,15,11,0,10,10,1,25,lb,15,lb,0,2026-07-20T00:42:37.830Z,Deltoid Lateral,"Deltoid Anterior,Serratus Anterior,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-07-20T00:04:45.749Z,GVS Ravage ,Week 3 - Day 3 - Bro Day A,Lateral Raise,0,15,12,0,10,10,1,25,lb,15,lb,0,2026-07-20T00:44:53.453Z,Deltoid Lateral,"Deltoid Anterior,Serratus Anterior,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-07-20T00:04:45.749Z,GVS Ravage ,Week 3 - Day 3 - Bro Day A,Upright Row,1,5,2,0,,,0,20,lb,25,lb,0,2026-07-20T00:45:36.610Z,Deltoid Lateral,"Biceps Brachii,Brachialis,Brachioradialis,Deltoid Anterior,Infraspinatus,Serratus Anterior,Teres Minor,Trapezius Lower Fibers,Trapezius Middle Fibers",
2026-07-20T00:04:45.749Z,GVS Ravage ,Week 3 - Day 3 - Bro Day A,Upright Row,0,20,17,0,10,10,1,25,lb,25,lb,0,2026-07-20T00:48:10.227Z,Deltoid Lateral,"Biceps Brachii,Brachialis,Brachioradialis,Deltoid Anterior,Infraspinatus,Serratus Anterior,Teres Minor,Trapezius Lower Fibers,Trapezius Middle Fibers",
